"","Action.taken.OIPM","Action.taken.year","Allegation.short","Allegation.primary.key"
"300","Suspension",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","050b5e560f79e3139641c42e4c1baed8"
"301","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","888ada47365ab1c90a9c9eb840573860"
"302","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8c424c4a7c72d280f1ae34bad6e5997e"
"303","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9b0b45a9b8f7f67cdb0d84fa5cf2ae08"
"304","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","393a0ff8ec479b2a53161fc69e0181f2"
"305","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","88b21cc3cbb4f4bd8b9bfd6da3438675"
"306","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","65c3b1a64ab40048a15ab5e781256df9"
"307","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","28d402d5e69c744f0ed3c217bff3e4ee"
"308","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","73165e2911025e08f3572ac4e9f74551"
"309","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b84546a859d8294809ccea35fe9ae02c"
"310","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4c3468b01b467f7466ac7514e170a46b"
"311","None",2014,"COURTESY","0871ba1e865e801ec2582d1ef5447f44"
"312","None",2014,"COURTESY","6a9b74f4ec338bb322c943f3f0d27f18"
"313","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a03b30e0867e61b813435e9cf9e2590a"
"314","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","bd96c1c7a4fae18b6c0b16d1760d6bb3"
"315","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7936a97e6b5f0075ff69d84dee82989a"
"316","DI-2",2014,"Professionalism","9aa7288998e6bc33160e217e33a8c6df"
"317","Letter of Reprimand",2015,"Professionalism","283bc9e746c7782970c763b438b38af1"
"318","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","46490f548d4cc7a4de81d747e3764ee6"
"319","None",2014,"Professionalism","8a8842efab9274a3799eeacabd0d430e"
"320","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","24324b62c12090ea9efcb3985d533b9b"
"321","None",2015,"FALSE OR INACCURATE REPORTS","71a1f94cfdc3751b78e50fbe5e49d7a7"
"322","None",2015,"FALSE OR INACCURATE REPORTS","30da4d0f85357871a385f4a0ad2956ec"
"323","None",2014,"Professionalism","2403285e8fcc5fa976580be5ae285e4a"
"324","None",2014,"ADHERENCE TO LAW","4567ec27cd4755f048eb9299552ea869"
"325","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","cf3a09c2d1af1930c826998d1d3c6972"
"326","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","1820bd6fec94895be455bb63117b13e5"
"327","DI-2",2014,"Professionalism","4d97fa8d3b52188c2370b261c32d1621"
"328","None",2016,"FALSE OR INACCURATE REPORTS","5afb4d3197dbf6b2cebdbedb5f0880dc"
"329","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b7af616743827c9e87a277aa8ee8d31e"
"330","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4ece5f0cce1875459409377b828eca13"
"331","None",2014,"Professionalism","56c8bf5ccce197c68ff4d8597012f2e4"
"332","None",2014,"Professionalism","fa8c549d05e0ec16edc6b923ae33dc28"
"333","Illegitimate outcome",2014,"ADHERENCE TO LAW","bc9890d2195c52ddc291041f242c4060"
"334","Illegitimate outcome",2014,"ADHERENCE TO LAW","a116d47f570d7caa42de1a6b5b2ef692"
"335","Illegitimate outcome",2014,"ADHERENCE TO LAW","466b0e060c8f7e013801955c4a5ae491"
"336","Suspension",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","11e367b5f56e697dcc91ca3cf16e6d74"
"337","Suspension",2014,"ADHERENCE TO LAW","500f5f6c5f15f171371a4622b5dd2850"
"338","None",2013,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","313496275ae21b8465d2cd5b3b0425d9"
"339","None",2014,"COURTESY","6a8618ab712072052b8545960c367c2c"
"340","None",2014,"DEVOTING ENTIRE TIME TO DUTY","0be952bf68c163a2964e188eb0abc866"
"341","None",2014,"ADHERENCE TO LAW","8c52f69576c5bc22349c6db005b5a73e"
"342","DI-2",2014,"Professionalism","071dc2c4e44055d9799944ce4ab9ebc0"
"343","None",2014,"ACTING IMPARTIALLY","be75370d5509086bd25aaa0b6368025a"
"344","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","5cd433b402d7e35058b921550c6e4b64"
"345","None",2014,"ADHERENCE TO LAW","d865924899b25c61594218159c6aa9ea"
"346","None",2014,"ADHERENCE TO LAW","a525bb163934c9bc8ffc5aa5408db69f"
"347","None",2014,"Professionalism","5792c00a8882ea9ab0b36769cab04a33"
"348","Illegitimate outcome",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4674bb19439880a22890e6a5f1b26415"
"349","None",2014,"DEVOTING ENTIRE TIME TO DUTY","ac338b870284d5e7ce36000452212a8b"
"350","None",2013,"","5d9b1656f7d3bc028df0ab3b647e790d"
"351","Unknown action taken",2014,"","eda3455068bfa0d963c3f3e5d34bc523"
"352","None",2013,"","01bc89e0575b5ba8eef5340a7632b74f"
"353","None",2012,"","56e4e0b620a5a8ecfd86bc10d7239ca1"
"354","Illegitimate outcome",2014,"ADHERENCE TO LAW","9fc09d8e1166ea448f5de49b7b55e877"
"355","Illegitimate outcome",2014,"ADHERENCE TO LAW","f6ffbdbffe2db884d438a7fe835d3a1e"
"356","Illegitimate outcome",2014,"ADHERENCE TO LAW","1e083dc4334ebbd3640e991d5c9c53e0"
"357","None",2014,"VERBAL INTIMIDATION","65223082b519bd560050fc30ba018883"
"358","None",2014,"Professionalism","d68ced0ca5d67a562aaed8b5e25bdfce"
"359","None",2015,"NEGLECT OF DUTY","72501b29b111775646a7b67494c4cdd0"
"360","Suspension",2014,"Use Of Alcohol/Drugs Off-Duty","6e5f6fcffb6e2937cdc0dcd27556fd9e"
"361","None",2014,"Professionalism","af5734109ae41745f13a2ea0ba143bfc"
"362","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","998e287a64e45fc35743bf56fc640345"
"363","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d10df71a0d18f05a38882760758bc8d8"
"364","None",2014,"NEGLECT OF DUTY","bb2ccdbdc21d7c02251371a57019f085"
"365","None",2007,"","db0221d139cb86e65f58eacbe4bb51f7"
"366","Unknown action taken",2007,"","caa6c25e5161ee40b8e55cce457c6d92"
"367","Unknown action taken",2008,"","266b06b60fbe0c3e8bbe885525a6e82f"
"368","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e18c3cbf4298d1a0ceb9ed95f60f0c5f"
"369","None",2014,"NEGLECT OF DUTY","54af9d441377583289a35b4b9aebbb37"
"370","None",2014,"FAILURE TO REPORT MISCONDUCT","42a84ef73dbc81d6c2421c6d4d13b95f"
"371","None",1996,"NEGLECT OF DUTY","cc79a98dfe28274e276977087077c54d"
"372","None",1995,"UNAUTHORIZED FORCE","205f18ae4392b9655ec62080d861b769"
"373","None",1995,"ADHERENCE TO LAW","b7dfa9d3af9e81537eda1916d848ef7a"
"374","None",1997,"NEGLECT OF DUTY","7545263d29b824fe489b847ceb760851"
"375","Letter of Reprimand",1997,"FALSE OR INACCURATE REPORTS","d34e91e8d95bfd517d2ca9593335e469"
"376","Letter of Reprimand",1997,"LEAVING ASSIGNED AREA","bc7e18f54403869fba937cd44e3ffb71"
"377","None",1997,"DEVOTING ENTIRE TIME TO DUTY","e60e85b2ddc1dea852f5a115bee3ebd0"
"378","None",1997,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f343e1ad0d751364e3d4189616877c42"
"379","None",1999,"Professionalism","1529d3c348de619a3d2d56e4617aefd3"
"380","None",1999,"Use Of Alcohol/Drugs Off-Duty","56cdcdb1c7676c51ed3620206e174d59"
"381","None",1999,"Use Of Alcohol/Drugs Off-Duty","1ecf5764e91574a5e21cf73771d29d46"
"382","None",1999,"Professionalism","ed04964626d6bb795bfce54ec44a74a5"
"383","None",1999,"Use Of Alcohol/Drugs Off-Duty","2b97fac92454eb01742cdf707ef5f47f"
"384","None",1999,"Professionalism","3d92de26c82d28236aac58a9c44bdf42"
"385","None",2000,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c093c77f66121e0e719ae64ef04fddbf"
"386","Letter of Reprimand",2000,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","195b5d590c21c67dffe0ab43f1ca1f34"
"387","Letter of Reprimand",2000,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","6187944a72989bb10c45ddc922035e5d"
"388","None",2000,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9632492c754c90860fb181aa9877e9bc"
"389","None",2002,"Professionalism","2cd7c2cf62ba391c451a27be588c9472"
"390","None",2002,"Professionalism","aefb112e6effa67b5f4e48b266d46bd0"
"391","None",2002,"Professionalism","1640a4908bea88854cabaadf718408b3"
"392","None",2002,"Professionalism","4fb422202c81fc8c8e914ce149155b61"
"393","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c599429da100b1ae164ac41fabb4435f"
"394","None",2014,"Professionalism","169badcc784540da820d210877e19169"
"395","Suspension",2014,"UNAUTHORIZED FORCE","616f4e7b98dc4fffb3e633bcfef60ec5"
"396","None",2014,"Professionalism","13668e10eb62fe544ffa61ffa820ad0e"
"397","None",2014,"NEGLECT OF DUTY","a85c1bb7e2d21cfb844cbe59065cc80f"
"398","Pending Investigation",2014,"FALSE OR INACCURATE REPORTS","aa393e96db8a43b464b8de28867aacee"
"399","None",2014,"Professionalism","e312ecd1a798099535b75c77b17ca42b"
"400","None",2014,"NEGLECT OF DUTY","4239129e2e645d2860d26f0313bd1ba9"
"401","Suspension",2015,"ACTING IMPARTIALLY","b467c52e3cbb75cc33f9534433292b4b"
"402","Suspension",2014,"ACTING IMPARTIALLY","5948e214033e2a40ac86e17840a7538c"
"403","None",2014,"Professionalism","860db13a06bd399855a8705ce8bbeff3"
"404","None",2014,"COURTESY","7b1146771f04aa3192938987e31e8ecc"
"405","None",2014,"NEGLECT OF DUTY","2fd567ef6505af817348401507139d40"
"406","None",2014,"Professionalism","db77d59269afea4d42a7d532d16d3feb"
"407","None",2014,"COURTESY","f26606d5cd3d5eda4f7389ebd655723e"
"408","None",2017,"ADHERENCE TO LAW","dcdb4ccc23d420d7ec28a961b3b91614"
"409","None",2014,"ADHERENCE TO LAW","08f0cc001957759286871c54ffc85e6c"
"410","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","69e25dd97896c2cc8cb95cbd08dd3201"
"411","Suspension",2014,"NEGLECT OF DUTY","4ff9dd1f7f557427745ee5e0db867717"
"412","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ad91de8faf71fa05b80a627220cffe00"
"413","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","cc5b0eb7944ce43f9b31a816b5e156f0"
"414","Unknown action taken",2014,"","28ae37d3412c82af11d1ef8c3e918f94"
"415","None",2015,"ADHERENCE TO LAW","3bc67fe21cde8cfc4c25dca4301dfd44"
"416","None",2014,"ADHERENCE TO LAW","057211cd03c84429642d04d342892b7c"
"417","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b11dc1aa0d0178201479763a3824ac44"
"418","None",2017,"ADHERENCE TO LAW","77ea3d89a94a0078c6011b69a241aba7"
"419","None",2014,"NEGLECT OF DUTY","9e72fe79216059fad3ad12f48c54191d"
"420","None",2014,"UNAUTHORIZED FORCE","c375c9a0a6d94034c66fcc802ef54662"
"421","None",2014,"NEGLECT OF DUTY","b911a3f99cc8fb07f3a30a578e1a6d3c"
"422","None",2014,"Professionalism","09a70c839e7a2732143438afe2d253ba"
"423","Resigned before disposition",2014,"ADHERENCE TO LAW","7aec46b6660282eb798c6e3b66d2662a"
"424","None",2014,"Referrals","f6ed78d4bc33ecfa31cef1dfce0d76ca"
"425","None",2014,"NEGLECT OF DUTY","fc3357631f940d71d5027270ad54a2cf"
"426","None",2014,"NEGLECT OF DUTY","f1052225f3e2bdf0377b28f0688f619b"
"427","None",2014,"NEGLECT OF DUTY","ecb0f3d5fe43cf4db4e4ca7afac3462a"
"428","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8aaa8cf9843b926c872029247b63d9e6"
"429","None",2014,"Professionalism","e96cb933194b752149ef3fd6966fbe5e"
"430","None",2016,"ACTING IMPARTIALLY","47f77dd2c95643349c5681caa3c35914"
"431","None",2016,"Accepting, Giving Anything of Value","656b15a559e2d8d177be8b6dc46ff195"
"432","Unknown action taken",2014,"","cdef8ae6006add725d3b41260182cccb"
"433","None",2014,"NEGLECT OF DUTY","0ed3fce45c4f6c1eaf0eff8181412d29"
"434","None",2014,"VERBAL INTIMIDATION","709d87a1513060430f8d55f9151083ed"
"435","None",2014,"NEGLECT OF DUTY","baef20c54009c24dd7367cce926dd62a"
"436","None",2015,"COURTESY","90e7d4421508769d4d1c14d5cbebc3a1"
"437","None",2015,"VERBAL INTIMIDATION","36acb837b55497885620c933cfe5cf0f"
"438","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","61b4113551bfc91018374c03da515b95"
"439","Pending Investigation",2014,"UNAUTHORIZED FORCE","1df5a2cb11b1d67f938701fe2ca79a8c"
"440","Pending Investigation",2014,"NEGLECT OF DUTY","99a46dcfbf3bb7493c8fb5f222054e82"
"441","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0e4c7f416532f1c5c02fe602eed74a95"
"442","None",2014,"NEGLECT OF DUTY","83d99b53cbf28e284b9eb084949ffda9"
"443","None",2014,"","0aa1b608573d7b15e9eedcafccad1222"
"444","None",2014,"Professionalism","2e025a7e648dcab6f6ac05f0aa288486"
"445","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","02fa508c5f33a0ea608a84b3ecf3a2a3"
"446","Resigned before disposition",2014,"Professionalism","2aaec602d4330eb9e40d01bd7d034a2a"
"447","Resigned before disposition",2014,"CRIMINAL PROCEEDING AGAINST MEMBER(S)","f4ccd08bb4ff8f0e2a3dca0ac4e2ae64"
"448","None",2013,"HONESTY AND TRUTHFULNESS","4809df42d2b9a30b08da47580e3b4213"
"449","Resigned before disposition",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a9a8863e0d729d39fe5f74025a04effe"
"450","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a41b40541790402ad57fab2a44f551d9"
"451","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d6329850f12b563048faa082af204e76"
"452","Letter of Reprimand",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","3480cf30df293267f0aa4a9d1b111aad"
"453","None",2014,"VERBAL INTIMIDATION","d066c094ad7640fb3fcbb49873dade1b"
"454","None",2014,"Professionalism","d16d12a78b19d7f9e49e9c5492c7d99d"
"455","None",2014,"COURTESY","a93fbf089d43d370730ad582dd1ed1ce"
"456","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9d82e3d5c580f7587c78cb6c4818a12a"
"457","None",2014,"ADHERENCE TO LAW","50f875d8e6cbb4a89cd983a489f16248"
"458","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","610cfa1abea63f940a0165258ab98d24"
"459","None",2014,"NEGLECT OF DUTY","e8851c3029c7ab0dfed09b91b00e1813"
"460","None",2014,"Professionalism","ab818bb2b9c87e0eba46e3907a8e5316"
"461","None",2014,"ADHERENCE TO LAW","99c7e0666f20be89ea8cccc5c499e2ef"
"462","None",2014,"UNAUTHORIZED FORCE","bc63f139882ea130e7ae9b9c75340cdc"
"463","None",2014,"NEGLECT OF DUTY","72e28e1bb1787431f10bfb4d7caaf8a9"
"464","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ee3b40b2afaac419934453c41987fcf3"
"465","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b870a7f27c977e3f3f3d7e115c702bd4"
"466","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","fef93a707e90d9cbcf300364610855f9"
"467","Letter of Reprimand",2015,"NEGLECT OF DUTY","5040d2d7c5353316c4a72a45eb4d89b4"
"468","None",2014,"ADHERENCE TO LAW","2f0b6471c031b9127a4f9a8d230f7744"
"469","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","504f1468423b6363f1031b5469081cff"
"470","None",2014,"Professionalism","e87d35d30ed69f9f6250c9638fb31991"
"471","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b37a54fe4c81d1dfa0c65c18b1b0f29a"
"472","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7b6dd1b849491bf7a865d368588bb2bd"
"473","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","3658bf79be6d8961df0b9cf77b8f1a8c"
"474","None",2014,"VERBAL INTIMIDATION","d9c18942e40458dbd11c6afbd26cb90b"
"475","None",2014,"","22a583f02bdc00de3e620e3fe6f48940"
"476","None",2014,"","cf94fe7730e404e466096e124564f475"
"477","None",2014,"USE OF DEPARTMENT EQUIPMENT","4e5ad1e66f7dacfba18d3a8a50bfee56"
"478","Suspension",2015,"Professionalism","2713dca24f9264ab8d9abd2d9b571b07"
"479","Suspension",2015,"Professionalism","fc6a97d24121582eb22cb6bf88d749c0"
"480","None",2014,"Professionalism","923390458e5679905a9667a4a014b99c"
"481","None",2014,"NEGLECT OF DUTY","1e3d2fddfa61a4992e48dc3a861429d1"
"482","None",2014,"Professionalism","35c2295e96bbeb8a3ccdf167beb5e8fc"
"483","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9576d44de254aad5bb42e7444020f45b"
"484","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","83964046a614ebf2810c43eda3023263"
"485","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","cc7ea98c480d6e2564fbd3c0fa2aa532"
"486","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b3c114c7c91b28edabf9041912505b5d"
"487","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","457044a44cc9e22218a4179cd7864532"
"488","Illegitimate outcome",2014,"NEGLECT OF DUTY","62b7e74fd7ef11b4286eb88cc7fc0580"
"489","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","33bd0a1424e67d2152747aea1ad2b175"
"490","Pending Investigation",2014,"","93cd797a19efa9f6cea0882c883a1f26"
"491","None",2014,"Professionalism","b9ab7fa03f34012a520839f80a257b23"
"492","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","a0601abc91438ac578a388bafd603527"
"493","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","af7e39f5b570888f3ea854eeacc49288"
"494","None",2014,"","c974afa832a3ed53700ba354df55ef2b"
"495","None",2014,"NEGLECT OF DUTY","c72e968d6c8c60b4374a3afac396ac3e"
"496","None",2014,"Professionalism","ac63f2b80b6f18a704b900f78fe2645a"
"497","None",2014,"VERBAL INTIMIDATION","36ac5ae446f52d041b1ffa8b142ed114"
"498","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d29c9e042bd992911d342c772431898e"
"499","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","2aa504793de3f7165aefa346bb056514"
"500","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","77afe9292a98dd8c16cae620e6f99abf"
"501","None",2015,"ADHERENCE TO LAW","32efc6a4b93bf3f6b4deb2889f9e80ed"
"502","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8f4cbec0aaf30e1f07537ab964680168"
"503","Suspension",2015,"NEGLECT OF DUTY","fca9ccc6a7b07fc74a854e71a8aaf6d4"
"504","Suspension",2015,"NEGLECT OF DUTY","2a35a0c234cffcedad000b046b9dc6ab"
"505","None",2014,"NEGLECT OF DUTY","56b182be44e9b0bd32e1b2c6fefb2370"
"506","None",2014,"","361664eca1a7fb47f5ea4ea731f9ad39"
"507","None",2014,"","fc1efdf3cbd588e7ef06d64ee550541d"
"508","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e28e1c7d463b01a2a9bc1ee795a3182c"
"509","Pending Investigation",2014,"NEGLECT OF DUTY","2dc746cc24ab476703e36bb29066637d"
"510","None",2014,"Professionalism","91efb8489968f8f8116a8f3c641f113b"
"511","None",2014,"VERBAL INTIMIDATION","a436dd01e4aa3282c179a77c05515761"
"512","None",2014,"NEGLECT OF DUTY","38a91213b8ade53af761c40b5bb5631b"
"513","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","4cb4dfcf0f93f8012227cb0b1eaa2020"
"514","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","79d2c5e78b447f0130c08eacb69fea35"
"515","None",2014,"FALSE OR INACCURATE REPORTS","875db8691d3a183d8030c3f2a2579f3f"
"516","None",2014,"NEGLECT OF DUTY","5135c801dd449ee9111daaa89bdcb3ec"
"517","None",2014,"NEGLECT OF DUTY","30626aaf2ef35799de95676f20ba0fc4"
"518","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","821f072cc3c3c9108d2ece70dcf282ec"
"519","None",2014,"COURTESY","347f33ea8430d8838c28d2cbe5985a13"
"520","None",2014,"ACTING IMPARTIALLY","16ae6d87d23b1de2350cd9bc2b4fe239"
"521","None",2014,"ACTING IMPARTIALLY","ea0bcd9bfec8423a09618d77949d3cb1"
"522","None",2014,"ACTING IMPARTIALLY","76e612dda9cf8ce8198b84e0850d16e8"
"523","DI-2",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","ffdb20398412a308eac667d98cb4b76d"
"524","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7aa884d24a95cf18346aa1e7fdc3bfa5"
"525","None",2014,"NEGLECT OF DUTY","d1087acf8c08db1b3e7fb1db296a1dd8"
"526","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","f3914f33ba004ca4d98451d6bb10e429"
"527","None",2014,"Professionalism","9e3e57699548c2c6dc9540116fa9eb07"
"528","None",2014,"Professionalism","f9726f7e510270b7a8e2229be75adf5c"
"529","Suspension",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9f04cfda5d65eb921e360c9569218f21"
"530","None",2014,"","0e59d0540f3f5137e57c01b5b39b5eac"
"531","Suspension",2014,"NEGLECT OF DUTY","445a7e31482534aa0987c0234de14e0c"
"532","None",2015,"COURTESY","f02d3b7ed697dce79996db681b4e55ed"
"533","None",2014,"COURTESY","f80054e9943913f1ca44eae3c6c72af4"
"534","None",2014,"NEGLECT OF DUTY","0791f3ddd9626b3d51ce2eb453ea7a20"
"535","Pending Investigation",2014,"ADHERENCE TO LAW","ebd67fe07adaf26a5ca03cfef1ad9a1b"
"536","Pending Investigation",2014,"ADHERENCE TO LAW","5a2186105f3318136bf20decac46f71f"
"537","Pending Investigation",2014,"HONESTY AND TRUTHFULNESS","56eef25c09ddacad5d9dfd419047cd82"
"538","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0b231759d8efac55988d2e292f545c27"
"539","None",2014,"NEGLECT OF DUTY","466bcde63cb42e58ae25c6144b6144ef"
"540","Letter of Reprimand",2014,"NEGLECT OF DUTY","5341973bcf5ef11a27d5e8e44813c842"
"541","Letter of Reprimand",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","b96b33d9f2c147acdf34de090b933ca4"
"542","None",2014,"NEGLECT OF DUTY","277bfe88a0523fc8aa6f6474bf7f5da6"
"543","None",2015,"UNAUTHORIZED FORCE","1175a7b9737d42c3c6422a1a33856395"
"544","None",2015,"VERBAL INTIMIDATION","fe804d12b6e6b3533a104ead9a1d075b"
"545","None",2015,"Professionalism","0be4242c1bd377aca5c88798afdc7c18"
"546","None",2014,"","504d8acdaa14777308e3ee2e372ac32e"
"547","None",2014,"Professionalism","01eb99976dcb36b8dd0ab36a4c315a44"
"548","None",2014,"Professionalism","fb2d1751f290295b23796a5436f5ae1b"
"549","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","af96669877fe9b13fd8e290c24979b53"
"550","Letter of Reprimand",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","8a934ab4a4be4a83c34298a120e25d52"
"551","Pending Investigation",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","30c28f28a8969a07715bd86bf731d204"
"552","Pending Investigation",2014,"LEAVING ASSIGNED AREA","8ad7472885c4c0c9af10fd1ca554d4e9"
"553","None",2014,"Professionalism","42adfbcfe4e3ffaf7defcd42b717ff48"
"554","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7bafc6b7d69fbbe73b77a1834c819399"
"555","None",2015,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","182802809c9b896232d1bd7f5314347b"
"556","None",2014,"Professionalism","15a2d22338f5fafe90dacadd52fe4121"
"557","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0993004965c0a92995a1bd5333a055bb"
"558","None",2010,"UNAUTHORIZED FORCE","cf36d2e7dcd5d79de5214183d2093868"
"559","None",2014,"Professionalism","fd359f4c49a51fa83157957f1086101f"
"560","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","431c850a8f1f0a3bdbd4ab90b828fb66"
"561","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","21b982e216942d94c3ae03124c88eb50"
"562","None",2014,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","dc5e6dc6d52786e7d8bad14a78616d92"
"563","None",2014,"NEGLECT OF DUTY","4a9554ef61988a4e42243ce552955fc3"
"564","Letter of Reprimand",2014,"Professionalism","b016063c878a7206d425481ae1bb121a"
"565","DI-2",2014,"NEGLECT OF DUTY","bbe7037b3e25effeeaa65c8ab1ca737c"
"566","Suspension",2014,"NEGLECT OF DUTY","ee41d53dc861846dd0eed29e0e3105ac"
"567","Unknown action taken",2014,"NEGLECT OF DUTY","44359210514407e142aa141af0cf3020"
"568","None",2014,"Professionalism","61fd059314b189e41d88a1a64a452e39"
"569","Pending Investigation",2011,"ADHERENCE TO LAW","2ebbb9f87968e7d059cac2c3c6f2ece0"
"570","Pending Investigation",2011,"UNAUTHORIZED FORCE","a87572ff572d0b6c53e3e9156e97247b"
"571","None",2004,"ADHERENCE TO LAW","0b7da12b87df2455b40e3f402b998fec"
"572","None",2004,"ADHERENCE TO LAW","4eebe5cb4f168f0f0a0b26b7353aed12"
